acute intercurrent illness	0	1.0	2	Be aware that adults with type 2 diabetes who have acute intercurrent illness are at risk of worsening hyperglycaemia	Be aware that adults with type 2 diabetes who have acute intercurrent illness are at risk of worsening hyperglycaemia	
angiotensin ii-receptor antagonist	0	1.0	6	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	Do not combine an ACE inhibitor with an angiotensin II-receptor antagonist to treat hypertension.	Do not combine an ACE inhibitor with an angiotensin II-receptor antagonist to treat hypertension.	
arrange emergency review	0	1.0	2	Arrange emergency review by an ophthalmologist for: sudden loss of vision rubeosis iridis pre-retinal or vitreous haemorrhage retinal detachment.	Arrange emergency review by an ophthalmologist for: sudden loss of vision rubeosis iridis pre-retinal or vitreous haemorrhage retinal detachment.	
arrange rapid review	0	1.0	2	Arrange rapid review by an ophthalmologist for new vessel formation.	Arrange rapid review by an ophthalmologist for new vessel formation.	
autonomic neuropathy symptoms	0	1.0	2	In managing autonomic neuropathy symptoms, include specific interventions indicated by the manifestations (for example, for abnormal sweating or nocturnal diarrhoea).	In managing autonomic neuropathy symptoms, include specific interventions indicated by the manifestations (for example, for abnormal sweating or nocturnal diarrhoea).	
blood pressure control	0	1.0	2	For an adult with type 2 diabetes on antihypertensive drug treatment when diabetes is diagnosed, review blood pressure control and medications used.	For an adult with type 2 diabetes on antihypertensive drug treatment when diabetes is diagnosed, review blood pressure control and medications used.	
consultant-led multidisciplinary team	0	1.0	4	A consultant-led multidisciplinary team may include a wide range of staff based in primary, secondary and community care.	A consultant-led multidisciplinary team may include a wide range of staff based in primary, secondary and community care.	In adults with type 2 diabetes, only offer a GLP-1 mimetic in combination with insulin with specialist care advice and ongoing support from a consultant-led multidisciplinary team .	In adults with type 2 diabetes, only offer a GLP-1 mimetic in combination with insulin with specialist care advice and ongoing support from a consultant-led multidisciplinary team .	
current drug treatment	0	1.0	2	Make changes only if there is poor control or if current drug treatment is not appropriate because of microvascular complications or metabolic problems.	Make changes only if there is poor control or if current drug treatment is not appropriate because of microvascular complications or metabolic problems.	
diabetic peripheral neuropathy	0	1.0	2	For guidance on managing painful diabetic peripheral neuropathy in adults with type 2 diabetes, see the NICE guideline on neuropathic pain in adults.	For guidance on managing painful diabetic peripheral neuropathy in adults with type 2 diabetes, see the NICE guideline on neuropathic pain in adults.	
drug treatment recommendations	0	1.0	0	
