1	be	_	be	_	UNK	0	_	_	_	_	_	_	_	O
2	aware	_	aware	_	UNK	0	_	_	_	_	_	aware.a	Awareness	O
3	that	_	that	_	UNK	0	_	_	_	_	_	_	_	O
4	,	_	,	_	,	0	_	_	_	_	_	_	_	O
5	if	_	if	_	UNK	0	_	_	_	_	_	_	_	O
6	metformin	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
7	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
8	contraindicated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
9	or	_	or	_	UNK	0	_	_	_	_	_	_	_	O
10	not	_	not	_	UNK	0	_	_	_	_	_	_	_	O
11	tolerated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
12	,	_	,	_	,	0	_	_	_	_	_	_	_	O
13	unk	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
14	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
15	both	_	both	_	UNK	0	_	_	_	_	_	_	_	O
16	clinically	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
17	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	O
18	and	_	and	_	UNK	0	_	_	_	_	_	_	_	O
19	cost	_	cost	_	UNK	0	_	_	_	_	_	_	_	O
20	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	O
21	in	_	in	_	UNK	0	_	_	_	_	_	_	_	O
22	adults	_	adult	_	UNK	0	_	_	_	_	_	_	_	O
23	with	_	with	_	UNK	0	_	_	_	_	_	_	_	O
24	type	_	type	_	UNK	0	_	_	_	_	_	_	_	O
25	2	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
26	diabetes	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O

1	be	_	be	_	UNK	0	_	_	_	_	_	_	_	O
2	aware	_	aware	_	UNK	0	_	_	_	_	_	_	_	O
3	that	_	that	_	UNK	0	_	_	_	_	_	_	_	O
4	,	_	,	_	,	0	_	_	_	_	_	_	_	O
5	if	_	if	_	UNK	0	_	_	_	_	_	_	_	O
6	metformin	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
7	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
8	contraindicated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
9	or	_	or	_	UNK	0	_	_	_	_	_	_	_	O
10	not	_	not	_	UNK	0	_	_	_	_	_	_	_	O
11	tolerated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
12	,	_	,	_	,	0	_	_	_	_	_	_	_	O
13	unk	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
14	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
15	both	_	both	_	UNK	0	_	_	_	_	_	_	_	O
16	clinically	_	UNK	_	UNK	0	_	_	_	_	_	_	_	S-Purpose
17	effective	_	effective	_	UNK	0	_	_	_	_	_	effective.a	Usefulness	O
18	and	_	and	_	UNK	0	_	_	_	_	_	_	_	O
19	cost	_	cost	_	UNK	0	_	_	_	_	_	_	_	O
20	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	O
21	in	_	in	_	UNK	0	_	_	_	_	_	_	_	O
22	adults	_	adult	_	UNK	0	_	_	_	_	_	_	_	O
23	with	_	with	_	UNK	0	_	_	_	_	_	_	_	O
24	type	_	type	_	UNK	0	_	_	_	_	_	_	_	O
25	2	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
26	diabetes	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O

1	be	_	be	_	UNK	0	_	_	_	_	_	_	_	O
2	aware	_	aware	_	UNK	0	_	_	_	_	_	_	_	O
3	that	_	that	_	UNK	0	_	_	_	_	_	_	_	O
4	,	_	,	_	,	0	_	_	_	_	_	_	_	O
5	if	_	if	_	UNK	0	_	_	_	_	_	_	_	O
6	metformin	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
7	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
8	contraindicated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
9	or	_	or	_	UNK	0	_	_	_	_	_	_	_	O
10	not	_	not	_	UNK	0	_	_	_	_	_	_	_	O
11	tolerated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
12	,	_	,	_	,	0	_	_	_	_	_	_	_	O
13	unk	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
14	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
15	both	_	both	_	UNK	0	_	_	_	_	_	_	_	O
16	clinically	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
17	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	O
18	and	_	and	_	UNK	0	_	_	_	_	_	_	_	O
19	cost	_	cost	_	UNK	0	_	_	_	_	_	cost.n	Expensiveness	O
20	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	B-Asset
21	in	_	in	_	UNK	0	_	_	_	_	_	_	_	I-Asset
22	adults	_	adult	_	UNK	0	_	_	_	_	_	_	_	I-Asset
23	with	_	with	_	UNK	0	_	_	_	_	_	_	_	I-Asset
24	type	_	type	_	UNK	0	_	_	_	_	_	_	_	I-Asset
25	2	_	UNK	_	UNK	0	_	_	_	_	_	_	_	I-Asset
26	diabetes	_	UNK	_	UNK	0	_	_	_	_	_	_	_	I-Asset

1	be	_	be	_	UNK	0	_	_	_	_	_	_	_	O
2	aware	_	aware	_	UNK	0	_	_	_	_	_	_	_	O
3	that	_	that	_	UNK	0	_	_	_	_	_	_	_	O
4	,	_	,	_	,	0	_	_	_	_	_	_	_	O
5	if	_	if	_	UNK	0	_	_	_	_	_	_	_	O
6	metformin	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
7	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
8	contraindicated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
9	or	_	or	_	UNK	0	_	_	_	_	_	_	_	O
10	not	_	not	_	UNK	0	_	_	_	_	_	_	_	O
11	tolerated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
12	,	_	,	_	,	0	_	_	_	_	_	_	_	O
13	unk	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
14	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
15	both	_	both	_	UNK	0	_	_	_	_	_	_	_	O
16	clinically	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
17	effective	_	effective	_	UNK	0	_	_	_	_	_	_	_	O
18	and	_	and	_	UNK	0	_	_	_	_	_	_	_	O
19	cost	_	cost	_	UNK	0	_	_	_	_	_	_	_	O
20	effective	_	effective	_	UNK	0	_	_	_	_	_	effective.a	Usefulness	O
21	in	_	in	_	UNK	0	_	_	_	_	_	_	_	O
22	adults	_	adult	_	UNK	0	_	_	_	_	_	_	_	O
23	with	_	with	_	UNK	0	_	_	_	_	_	_	_	O
24	type	_	type	_	UNK	0	_	_	_	_	_	_	_	O
25	2	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
26	diabetes	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O

1	be	_	be	_	UNK	0	_	_	_	_	_	_	_	O
2	aware	_	aware	_	UNK	0	_	_	_	_	_	_	_	O
3	that	_	that	_	UNK	0	_	_	_	_	_	_	_	O
4	,	_	,	_	,	0	_	_	_	_	_	_	_	O
5	if	_	if	_	UNK	0	_	_	_	_	_	_	_	O
6	metformin	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
7	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
8	contraindicated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
9	or	_	or	_	UNK	0	_	_	_	_	_	_	_	O
10	not	_	not	_	UNK	0	_	_	_	_	_	_	_	O
11	tolerated	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
12	,	_	,	_	,	0	_	_	_	_	_	_	_	O
13	unk	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
14	is	_	be	_	UNK	0	_	_	_	_	_	_	_	O
15	both	_	both	_	UNK	0	_	_	_	_	_	_	_	O
16	clinically	_	UNK	_	UNK	0	_	_	_	_	_	_	_	O
